Campaign ID,Response Day,Start Date,Created Date,Language
7016100000086U6,4/9/2018,12/19/2017,12/8/2017,English
701610000008AGD,2/22/2018,2/23/2018,2/12/2018,Japanese
70161000001JM78,5/15/2018,8/25/2016,8/25/2016,Japanese
701b0000000AfzN,10/12/2015,5/15/2015,5/15/2015,Japanese
701b0000000AZIC,6/27/2016,4/5/2015,4/5/2015,
701b0000000Aj3b,10/15/2015,6/24/2015,6/6/2015,English
70161000001JM78,12/21/2016,8/25/2016,8/25/2016,Japanese
701b0000000Aj3b,5/24/2016,6/24/2015,6/6/2015,English
701b0000000YoIz,10/13/2015,10/13/2015,10/13/2015,
70161000001bhDZ,1/8/2019,,1/7/2019,English
70161000001JM78,2/14/2017,8/25/2016,8/25/2016,Japanese
701b0000000YoIz,10/13/2015,10/13/2015,10/13/2015,
701b0000000AfzN,10/13/2015,5/15/2015,5/15/2015,Japanese
701b00000009yD8,4/20/2017,6/19/2014,6/19/2014,
70161000001HIuf,5/25/2018,10/25/2016,10/25/2016,English
70161000001HIua,5/14/2018,10/25/2016,10/25/2016,English
701b0000000p0dV,12/19/2016,3/16/2016,3/3/2016,English
701b0000000Aj3b,10/13/2015,6/24/2015,6/6/2015,English
701b0000000AfzN,10/13/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,10/14/2015,6/24/2015,6/6/2015,English
701b0000000Ar9y,11/13/2015,12/16/2015,8/10/2015,Japanese
70161000001HGGY,11/7/2016,11/3/2016,9/29/2016,English
701b0000000AfzN,10/14/2015,5/15/2015,5/15/2015,Japanese
701610000008Abf,2/28/2018,3/1/2018,2/18/2018,Japanese
701610000005pWv,11/27/2016,12/15/2016,7/10/2016,Japanese
701b0000000AfzN,10/15/2015,5/15/2015,5/15/2015,Japanese
70161000001WRQ2,12/30/2018,7/24/2018,7/24/2018,Japanese
70161000001Vilz,7/11/2018,6/29/2018,6/6/2018,Japanese
70161000001JM78,7/11/2018,8/25/2016,8/25/2016,Japanese
70161000001VmPm,6/29/2018,6/8/2018,6/7/2018,Japanese
70161000001V8tF,5/14/2018,5/11/2018,5/11/2018,Spanish
70161000001b2PJ,1/29/2019,11/19/2018,11/18/2018,Japanese
701610000008Bak,6/10/2018,3/1/2018,2/27/2018,English
70161000001ZPZN,8/23/2018,9/6/2018,8/22/2018,English
70161000001WCj5,7/3/2018,7/12/2018,7/2/2018,English
70161000001Hd4X,6/12/2017,5/31/2017,3/26/2017,
70161000001MW76,5/21/2017,5/24/2017,5/16/2017,English
70161000001MU6X,5/5/2017,5/16/2017,4/28/2017,English
7016100000088nT,4/12/2018,,1/21/2018,Japanese
701b00000009yD8,4/20/2017,6/19/2014,6/19/2014,
7016100000081Rb,12/4/2017,12/14/2017,9/13/2017,Japanese
701b0000000AcWq,10/14/2015,5/20/2015,4/28/2015,English
701b0000000AfzN,10/15/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,10/15/2015,6/24/2015,6/6/2015,English
701b0000000YzgW,12/13/2016,1/13/2016,1/6/2016,English
701b0000000AcWq,6/28/2016,5/20/2015,4/28/2015,English
701b00000009yD8,10/16/2015,6/19/2014,6/19/2014,
701b0000000AXRQ,10/12/2015,3/16/2015,3/22/2015,English
701b0000000AXRQ,10/16/2015,3/16/2015,3/22/2015,English
701b00000009wax,10/15/2015,5/30/2014,5/30/2014,English
701b0000000AfzN,12/17/2017,5/15/2015,5/15/2015,Japanese
70161000000V1r7,1/20/2018,5/26/2017,5/26/2017,Japanese
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701b0000000AZIC,10/15/2015,4/5/2015,4/5/2015,
70161000001Hj2I,6/2/2017,4/24/2017,4/24/2017,English
70161000001HXWc,7/11/2017,2/28/2017,2/21/2017,English
701b0000000AWoY,11/1/2015,3/16/2015,3/17/2015,English
701b00000009yD8,11/1/2015,6/19/2014,6/19/2014,
70161000001HdXt,6/25/2017,3/29/2017,3/29/2017,English
70161000000V1r2,6/23/2017,5/26/2017,5/26/2017,English
70161000001HZNF,7/15/2017,3/6/2017,3/10/2017,English
701b0000000ATBJ,10/18/2015,2/26/2015,2/17/2015,English
70161000001HciP,10/17/2017,3/6/2017,3/23/2017,English
70161000001WNKW,9/12/2018,8/3/2018,7/18/2018,Japanese
701610000005pWv,9/12/2016,12/15/2016,7/10/2016,Japanese
70161000001HJip,11/3/2016,,11/2/2016,Japanese
701b0000000AfzN,10/15/2015,5/15/2015,5/15/2015,Japanese
701b0000000YoyO,10/16/2015,10/5/2015,10/16/2015,
701b0000000AZIM,6/28/2016,4/5/2015,4/5/2015,
701b00000009uP4,6/29/2016,5/12/2014,5/12/2014,
701b0000000AfzN,10/15/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,10/11/2015,6/24/2015,6/6/2015,English
701b0000000Yngm,1/16/2016,10/9/2015,10/9/2015,Japanese
701b0000000AfzN,12/12/2015,5/15/2015,5/15/2015,Japanese
701b0000000Yn3j,10/12/2015,10/20/2015,10/5/2015,English
701b0000000Aj3b,10/15/2015,6/24/2015,6/6/2015,English
701b0000000Aj3b,6/28/2016,6/24/2015,6/6/2015,English
701b00000009yD8,7/22/2016,6/19/2014,6/19/2014,
701b0000000AZIC,10/8/2015,4/5/2015,4/5/2015,
701b0000000Aod9,10/8/2015,2/16/2016,7/17/2015,
701b0000000Ar9y,10/6/2015,12/16/2015,8/10/2015,Japanese
701b0000000AZLu,10/12/2015,4/16/2015,4/6/2015,English
701b0000000AZLu,10/12/2015,4/16/2015,4/6/2015,English
701b0000000A4X2,9/5/2016,,8/16/2014,
70161000001HJY4,11/2/2016,11/11/2016,10/31/2016,Japanese
701b0000000Aj3b,10/7/2015,6/24/2015,6/6/2015,English
70161000001JM78,5/13/2018,8/25/2016,8/25/2016,Japanese
701610000008AGD,5/14/2018,2/23/2018,2/12/2018,Japanese
701b0000000AfzN,10/8/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,10/9/2015,6/24/2015,6/6/2015,English
701b0000000ATBJ,10/10/2015,2/26/2015,2/17/2015,English
701b0000000Yn3j,10/6/2015,10/20/2015,10/5/2015,English
701b0000000Ar9y,10/8/2015,12/16/2015,8/10/2015,Japanese
701b0000000Yn3o,10/13/2015,11/17/2015,10/5/2015,English
701b0000000YnYT,10/26/2015,11/10/2015,10/8/2015,English
701b0000000Aj3b,10/6/2015,6/24/2015,6/6/2015,English
701b0000000Yq43,6/28/2016,10/27/2015,10/27/2015,
70161000001HP4v,12/14/2016,12/6/2016,12/14/2016,German
701b0000000ATBJ,10/5/2015,2/26/2015,2/17/2015,English
701b0000000AZLu,10/5/2015,4/16/2015,4/6/2015,English
701b0000000Aj3b,10/7/2015,6/24/2015,6/6/2015,English
701b0000000Yn3j,10/5/2015,10/20/2015,10/5/2015,English
701b0000000Yn3j,10/5/2015,10/20/2015,10/5/2015,English
70161000001WZNJ,8/26/2018,8/31/2018,8/5/2018,Japanese
701b0000000Ar9y,10/6/2015,12/16/2015,8/10/2015,Japanese
701b0000000Ynlw,10/9/2015,10/5/2015,10/9/2015,English
701b0000000AkGK,10/6/2015,7/15/2015,6/16/2015,English
7016100000088gI,5/7/2019,1/19/2018,1/18/2018,Japanese
70161000001HOYp,1/16/2017,2/9/2017,12/9/2016,Japanese
701b0000000Yngm,10/26/2015,10/9/2015,10/9/2015,Japanese
70161000000VB4F,11/28/2018,7/19/2017,7/19/2017,Japanese
701b00000009yD8,2/18/2016,6/19/2014,6/19/2014,
701b00000009yD8,10/26/2015,6/19/2014,6/19/2014,
701b0000000ATBJ,10/26/2015,2/26/2015,2/17/2015,English
701610000008AGD,3/24/2019,2/23/2018,2/12/2018,Japanese
70161000001JM78,5/14/2018,8/25/2016,8/25/2016,Japanese
70161000001HSD3,1/18/2017,1/31/2017,1/18/2017,English
70161000001HIua,12/14/2016,10/25/2016,10/25/2016,English
701b0000000AfzN,10/26/2015,5/15/2015,5/15/2015,Japanese
701b0000000AfzN,10/25/2015,5/15/2015,5/15/2015,Japanese
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
70161000001HIua,11/3/2017,10/25/2016,10/25/2016,English
701b0000000AZIR,10/27/2015,4/5/2015,4/5/2015,
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
701b0000000Al45,10/25/2015,8/5/2015,6/23/2015,English
70161000000VB4F,5/22/2018,7/19/2017,7/19/2017,Japanese
701b00000009yD8,10/27/2015,6/19/2014,6/19/2014,
701b0000000Aj3b,10/24/2015,6/24/2015,6/6/2015,English
701b00000009yD8,10/26/2015,6/19/2014,6/19/2014,
701b00000009yD8,10/26/2015,6/19/2014,6/19/2014,
701610000005nIm,12/14/2016,6/29/2016,6/14/2016,English
701b0000000AnSJ,10/26/2015,7/29/2015,7/9/2015,English
701b0000000ATBJ,10/26/2015,2/26/2015,2/17/2015,English
701b0000000Aj3b,10/27/2015,6/24/2015,6/6/2015,English
701b0000000ATBJ,10/27/2015,2/26/2015,2/17/2015,English
701b0000000AnSJ,10/27/2015,7/29/2015,7/9/2015,English
701b0000000Aj3b,10/26/2015,6/24/2015,6/6/2015,English
701b0000000AWna,10/26/2015,3/16/2015,3/17/2015,English
701b0000000AWnz,10/26/2015,3/16/2015,3/17/2015,English
701b0000000AcWq,12/28/2015,5/20/2015,4/28/2015,English
70161000001HIuk,11/27/2017,10/25/2016,10/25/2016,English
701b00000009xo7,10/27/2015,6/13/2014,6/13/2014,English
701610000005pWv,9/13/2016,12/15/2016,7/10/2016,Japanese
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
701b0000000Amp6,10/25/2015,7/21/2015,7/7/2015,English
701b0000000Yq43,8/21/2017,10/27/2015,10/27/2015,
701b00000009uP4,10/19/2016,5/12/2014,5/12/2014,
701b0000000AZLu,10/25/2015,4/16/2015,4/6/2015,English
70161000001HZN7,12/6/2017,3/6/2017,3/10/2017,English
701b0000000AnSJ,11/10/2015,7/29/2015,7/9/2015,English
701b0000000A1L0,2/29/2016,7/17/2014,7/17/2014,
701b0000000AfzN,12/13/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,11/12/2015,6/24/2015,6/6/2015,English
701b0000000Yq43,11/13/2015,10/27/2015,10/27/2015,
701b00000009tnf,11/10/2015,5/9/2014,5/9/2014,
701b0000000Aj3b,11/11/2015,6/24/2015,6/6/2015,English
701b0000000AZLQ,11/10/2015,,4/6/2015,
701b00000009xo7,11/12/2015,6/13/2014,6/13/2014,English
701b00000009yD8,11/12/2015,6/19/2014,6/19/2014,
701b0000000Aj3b,11/13/2015,6/24/2015,6/6/2015,English
701b0000000AfzN,11/10/2015,5/15/2015,5/15/2015,Japanese
701b00000009yD8,11/11/2015,6/19/2014,6/19/2014,
701b00000009wax,11/11/2015,5/30/2014,5/30/2014,English
7016100000085PU,12/17/2017,12/1/2016,11/14/2017,Japanese
701b0000000Ar9y,11/13/2015,12/16/2015,8/10/2015,Japanese
701b0000000Aj3b,11/12/2015,6/24/2015,6/6/2015,English
701b0000000AfzN,11/12/2015,5/15/2015,5/15/2015,Japanese
701610000005lOQ,6/8/2016,5/24/2016,5/24/2016,Japanese
701b0000000Ar9y,11/13/2015,12/16/2015,8/10/2015,Japanese
701b0000000AcWq,11/11/2015,5/20/2015,4/28/2015,English
701b00000009yD8,11/11/2015,6/19/2014,6/19/2014,
701b0000000Amp6,11/11/2015,7/21/2015,7/7/2015,English
701b0000000AZIM,12/14/2016,4/5/2015,4/5/2015,
701610000005lJV,5/1/2018,5/23/2016,5/23/2016,
70161000001HYLj,3/9/2017,3/7/2017,3/1/2017,Japanese
701b00000009uP4,7/1/2016,5/12/2014,5/12/2014,
701b0000000YnYT,11/11/2015,11/10/2015,10/8/2015,English
701b0000000AnSJ,11/11/2015,7/29/2015,7/9/2015,English
701b0000000AZLu,11/11/2015,4/16/2015,4/6/2015,English
701b00000009yD8,11/12/2015,6/19/2014,6/19/2014,
701b0000000AWnz,11/12/2015,3/16/2015,3/17/2015,English
701b00000009tnf,11/12/2015,5/9/2014,5/9/2014,
70161000001JM78,6/25/2017,8/25/2016,8/25/2016,Japanese
701b0000000AfzN,11/10/2015,5/15/2015,5/15/2015,Japanese
701b0000000Yq43,8/3/2017,10/27/2015,10/27/2015,
701b0000000Aj3b,11/10/2015,6/24/2015,6/6/2015,English
701b0000000AfzN,11/11/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,11/10/2015,6/24/2015,6/6/2015,English
701b0000000AMpw,11/10/2015,1/15/2015,1/6/2015,English
70161000001HJY4,11/9/2016,11/11/2016,10/31/2016,Japanese
701b00000009yD8,11/13/2015,6/19/2014,6/19/2014,
70161000001HdY8,10/13/2017,3/29/2017,3/29/2017,English
701b0000000AfzN,11/19/2015,5/15/2015,5/15/2015,Japanese
701b0000000YpOl,11/10/2015,10/28/2015,10/20/2015,English
701b0000000Ar9y,12/1/2015,12/16/2015,8/10/2015,Japanese
701b0000000ATBJ,11/16/2015,2/26/2015,2/17/2015,English
701b00000009yD8,11/17/2015,6/19/2014,6/19/2014,
701b0000000AoY4,11/10/2015,7/16/2015,7/16/2015,
701b0000000Yq43,6/29/2016,10/27/2015,10/27/2015,
70161000001JM78,12/14/2016,8/25/2016,8/25/2016,Japanese
701b0000000AfzN,10/19/2015,5/15/2015,5/15/2015,Japanese
701b0000000AfzN,10/21/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,11/4/2015,6/24/2015,6/6/2015,English
701b0000000AWo4,10/22/2015,3/16/2015,3/17/2015,English
70161000000V1r7,4/20/2018,5/26/2017,5/26/2017,Japanese
701b0000000AZIM,6/27/2016,4/5/2015,4/5/2015,
701b00000009uP4,6/29/2016,5/12/2014,5/12/2014,
701610000008C6Y,4/27/2018,5/22/2018,3/6/2018,Japanese
701b0000000AfzN,10/20/2015,5/15/2015,5/15/2015,Japanese
701b0000000AfzN,10/21/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,10/23/2015,6/24/2015,6/6/2015,English
70161000001JM78,12/14/2016,8/25/2016,8/25/2016,Japanese
701b0000000AfzN,10/23/2015,5/15/2015,5/15/2015,Japanese
701b0000000AZLu,10/22/2015,4/16/2015,4/6/2015,English
701b0000000AI82,10/27/2015,12/10/2014,11/24/2014,English
70161000001HIuf,2/18/2017,10/25/2016,10/25/2016,English
70161000001JM78,10/11/2018,8/25/2016,8/25/2016,Japanese
7016100000088gI,1/19/2019,1/19/2018,1/18/2018,Japanese
70161000001JM78,10/13/2018,8/25/2016,8/25/2016,Japanese
701610000008Anq,6/13/2018,5/30/2018,2/21/2018,Japanese
701b0000000Yq43,6/27/2016,10/27/2015,10/27/2015,
701610000008BXq,5/15/2018,2/28/2018,2/27/2018,English
701b00000009yD8,10/21/2015,6/19/2014,6/19/2014,
701b0000000Ar9y,11/24/2015,12/16/2015,8/10/2015,Japanese
701b00000009yD8,10/21/2015,6/19/2014,6/19/2014,
701b00000009wax,10/22/2015,5/30/2014,5/30/2014,English
701b0000000Aj3b,11/5/2015,6/24/2015,6/6/2015,English
701b0000000YpOl,11/1/2015,10/28/2015,10/20/2015,English
701b0000000Aj3b,11/1/2015,6/24/2015,6/6/2015,English
70161000001HP9l,9/6/2017,12/11/2016,12/15/2016,Japanese
70161000001JM78,8/3/2017,8/25/2016,8/25/2016,Japanese
70161000001HXJp,10/18/2017,2/20/2017,2/20/2017,Japanese
70161000000V1r7,10/18/2017,5/26/2017,5/26/2017,Japanese
701b0000000AfzN,11/6/2015,5/15/2015,5/15/2015,Japanese
701b00000009yD8,11/3/2015,6/19/2014,6/19/2014,
701b0000000Yngm,11/3/2015,10/9/2015,10/9/2015,Japanese
701b0000000AfzN,11/3/2015,5/15/2015,5/15/2015,Japanese
701b0000000Ajsr,7/20/2016,6/14/2015,6/14/2015,
701b0000000ABzs,11/23/2015,10/20/2014,10/20/2014,English
701b0000000AWna,11/23/2015,3/16/2015,3/17/2015,English
70161000001HHgW,10/26/2016,11/10/2016,10/13/2016,Japanese
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
70161000001HIua,10/3/2017,10/25/2016,10/25/2016,English
701b0000000AfzN,11/6/2015,5/15/2015,5/15/2015,Japanese
701b0000000ATBJ,6/6/2016,2/26/2015,2/17/2015,English
701b0000000AfzN,10/30/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,11/2/2015,6/24/2015,6/6/2015,English
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
701b0000000AfzN,11/4/2015,5/15/2015,5/15/2015,Japanese
701b0000000orIM,2/24/2016,2/18/2016,2/10/2016,English
701610000008Abf,4/25/2018,3/1/2018,2/18/2018,Japanese
701b0000000AfzN,11/4/2015,5/15/2015,5/15/2015,Japanese
70161000001JM78,5/15/2018,8/25/2016,8/25/2016,Japanese
701b00000009yD8,12/14/2016,6/19/2014,6/19/2014,
70161000001JM78,12/15/2016,8/25/2016,8/25/2016,Japanese
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
701b0000000AfzN,11/4/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,11/4/2015,6/24/2015,6/6/2015,English
701b00000009yD8,11/4/2015,6/19/2014,6/19/2014,
70161000001WRQ2,12/6/2018,7/24/2018,7/24/2018,Japanese
70161000001VmPm,12/6/2018,6/8/2018,6/7/2018,Japanese
70161000001WRPs,11/30/2018,7/24/2018,7/23/2018,Japanese
701b0000000Aj3b,12/28/2015,6/24/2015,6/6/2015,English
701b0000000AfzN,12/28/2015,5/15/2015,5/15/2015,Japanese
701b00000009yD8,1/3/2016,6/19/2014,6/19/2014,
70161000001JM78,12/26/2017,8/25/2016,8/25/2016,Japanese
701b00000009yD8,12/28/2015,6/19/2014,6/19/2014,
701b0000000AfzN,1/4/2016,5/15/2015,5/15/2015,Japanese
70161000001HHgW,10/31/2016,11/10/2016,10/13/2016,Japanese
701b0000000AZLu,12/28/2015,4/16/2015,4/6/2015,English
70161000001JM78,5/16/2018,8/25/2016,8/25/2016,Japanese
701b0000000Aj3b,12/30/2015,6/24/2015,6/6/2015,English
701610000005lJV,5/17/2018,5/23/2016,5/23/2016,
701b0000000Ar9y,1/5/2016,12/16/2015,8/10/2015,Japanese
701b0000000YxQm,1/5/2016,2/9/2016,12/13/2015,English
701b00000009yD8,1/6/2016,6/19/2014,6/19/2014,
701b00000009yD8,1/6/2016,6/19/2014,6/19/2014,
701b0000000AZIC,12/30/2015,4/5/2015,4/5/2015,
70161000001JM78,9/30/2016,8/25/2016,8/25/2016,Japanese
701b0000000YxQh,1/4/2016,1/19/2016,12/13/2015,English
701b0000000Aj3b,1/6/2016,6/24/2015,6/6/2015,English
701b0000000Aj3b,1/6/2016,6/24/2015,6/6/2015,English
701b0000000Aj3b,1/7/2016,6/24/2015,6/6/2015,English
701b00000009xo7,9/1/2016,6/13/2014,6/13/2014,English
701b00000009uP4,9/4/2018,5/12/2014,5/12/2014,
70161000001WZNJ,8/15/2018,8/31/2018,8/5/2018,Japanese
70161000001HJY4,11/1/2016,11/11/2016,10/31/2016,Japanese
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
701b0000000AfzN,1/6/2016,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,12/31/2015,6/24/2015,6/6/2015,English
701b00000009yD8,12/31/2015,6/19/2014,6/19/2014,
701b0000000YxQm,1/4/2016,2/9/2016,12/13/2015,English
701b0000000Aj3b,1/5/2016,6/24/2015,6/6/2015,English
701b0000000Yq43,3/1/2018,10/27/2015,10/27/2015,
701610000008Abf,2/28/2018,3/1/2018,2/18/2018,Japanese
70161000001HIuf,7/24/2017,10/25/2016,10/25/2016,English
70161000001Uxav,4/17/2018,4/26/2018,4/12/2018,English
70161000001Uxab,4/17/2018,5/3/2018,4/12/2018,English
7016100000088gI,3/2/2018,1/19/2018,1/18/2018,Japanese
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
7016100000088gI,5/16/2018,1/19/2018,1/18/2018,Japanese
701b0000000Aj3b,1/6/2016,6/24/2015,6/6/2015,English
701b0000000YzgW,1/11/2016,1/13/2016,1/6/2016,English
701b00000009yD8,12/28/2015,6/19/2014,6/19/2014,
70161000001JM78,5/16/2018,8/25/2016,8/25/2016,Japanese
701b0000000AfzN,1/3/2016,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,1/3/2016,6/24/2015,6/6/2015,English
701b00000009yD8,5/9/2016,6/19/2014,6/19/2014,
701b0000000AZLu,5/9/2016,4/16/2015,4/6/2015,English
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
701b0000000Yq43,1/5/2016,10/27/2015,10/27/2015,
701b0000000Aj3b,1/5/2016,6/24/2015,6/6/2015,English
70161000000VShE,5/25/2017,3/8/2018,4/5/2018,English
7016100000088gI,5/16/2018,1/19/2018,1/18/2018,Japanese
701b00000009uP4,1/4/2016,5/12/2014,5/12/2014,
701b0000000AfzN,1/4/2016,5/15/2015,5/15/2015,Japanese
701b0000000Yq43,1/5/2016,10/27/2015,10/27/2015,
701b0000000AfzN,1/4/2016,5/15/2015,5/15/2015,Japanese
7016100000088gI,1/3/2019,1/19/2018,1/18/2018,Japanese
701b0000000YpOl,12/27/2015,10/28/2015,10/20/2015,English
701b0000000AfzN,12/21/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,12/19/2015,6/24/2015,6/6/2015,English
701b0000000Yorh,12/22/2015,10/15/2015,10/15/2015,English
70161000001HIua,5/16/2018,10/25/2016,10/25/2016,English
701b00000009U5j,12/23/2015,,9/25/2013,
701b00000009yD8,12/19/2015,6/19/2014,6/19/2014,
701b0000000Aj3b,12/17/2015,6/24/2015,6/6/2015,English
701b0000000AfzN,12/18/2015,5/15/2015,5/15/2015,Japanese
701b0000000Yq43,4/15/2016,10/27/2015,10/27/2015,
701b00000009yD8,12/24/2015,6/19/2014,6/19/2014,
70161000001Vilz,9/1/2018,6/29/2018,6/6/2018,Japanese
701b00000009uP4,12/20/2015,5/12/2014,5/12/2014,
701610000008AGD,3/17/2018,2/23/2018,2/12/2018,Japanese
701b00000009yD8,12/24/2015,6/19/2014,6/19/2014,
701b0000000Aj3b,12/24/2015,6/24/2015,6/6/2015,English
701b0000000Yq43,12/25/2015,10/27/2015,10/27/2015,
701b00000009yD8,12/17/2015,6/19/2014,6/19/2014,
701610000005lOQ,6/8/2016,5/24/2016,5/24/2016,Japanese
701b0000000AfzN,12/18/2015,5/15/2015,5/15/2015,Japanese
701b00000009yD8,12/25/2015,6/19/2014,6/19/2014,
701b00000009yD8,12/27/2015,6/19/2014,6/19/2014,
701b00000009yD8,12/27/2015,6/19/2014,6/19/2014,
701b0000000AfzN,1/6/2016,5/15/2015,5/15/2015,Japanese
701b0000000AfzN,12/17/2015,5/15/2015,5/15/2015,Japanese
7016100000082wz,10/30/2017,11/9/2017,10/9/2017,Japanese
701610000005pWv,11/30/2016,12/15/2016,7/10/2016,Japanese
70161000000V4x0,6/22/2017,6/30/2017,6/20/2017,Japanese
70161000001JM78,5/20/2017,8/25/2016,8/25/2016,Japanese
701b0000000AfzN,12/16/2015,5/15/2015,5/15/2015,Japanese
7016100000085PU,11/20/2017,12/1/2016,11/14/2017,Japanese
701b0000000Yyqk,12/22/2015,12/2/2015,12/22/2015,
701b0000000AfzN,12/23/2015,5/15/2015,5/15/2015,Japanese
70161000001JM78,6/28/2018,8/25/2016,8/25/2016,Japanese
701b0000000AI82,12/23/2015,12/10/2014,11/24/2014,English
701b0000000AZIC,12/25/2015,4/5/2015,4/5/2015,
701b0000000AfzN,12/16/2015,5/15/2015,5/15/2015,Japanese
701b0000000Yq43,4/21/2016,10/27/2015,10/27/2015,
70161000001JM78,7/6/2018,8/25/2016,8/25/2016,Japanese
701b0000000Ab3o,12/20/2015,4/28/2015,4/19/2015,English
701b00000009yD8,12/16/2015,6/19/2014,6/19/2014,
701b0000000Aj3b,12/17/2015,6/24/2015,6/6/2015,English
701b0000000Aj3b,12/28/2015,6/24/2015,6/6/2015,English
701b0000000YuNm,12/19/2015,12/8/2015,11/19/2015,English
701b0000000AfzN,12/23/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,12/27/2015,6/24/2015,6/6/2015,English
701b0000000AfzN,12/21/2015,5/15/2015,5/15/2015,Japanese
70161000001JM78,12/15/2016,8/25/2016,8/25/2016,Japanese
701b0000000Yq43,6/8/2017,10/27/2015,10/27/2015,
701b0000000Yuh7,12/23/2015,11/2/2015,11/23/2015,English
701b0000000AfzN,12/21/2015,5/15/2015,5/15/2015,Japanese
701b00000009yD8,12/17/2015,6/19/2014,6/19/2014,
701b00000009yD8,9/23/2016,6/19/2014,6/19/2014,
701610000005pWw,8/15/2016,9/6/2016,7/10/2016,Japanese
701b0000000AfzN,12/20/2015,5/15/2015,5/15/2015,Japanese
70161000001HJY4,11/1/2016,11/11/2016,10/31/2016,Japanese
701610000005pWv,9/14/2016,12/15/2016,7/10/2016,Japanese
701b0000000AfzN,12/21/2015,5/15/2015,5/15/2015,Japanese
701b0000000AfzN,12/21/2015,5/15/2015,5/15/2015,Japanese
701b00000009yD8,12/21/2015,6/19/2014,6/19/2014,
701b0000000Yyqk,12/22/2015,12/2/2015,12/22/2015,
701b0000000AfzN,12/16/2015,5/15/2015,5/15/2015,Japanese
701b0000000Aj3b,12/25/2015,6/24/2015,6/6/2015,English
701b00000009yD8,12/16/2015,6/19/2014,6/19/2014,
701b0000000Yq43,11/14/2017,10/27/2015,10/27/2015,
701b00000009yD8,3/30/2017,6/19/2014,6/19/2014,
701b0000000AZIC,12/23/2015,4/5/2015,4/5/2015,
701b0000000AfzN,12/23/2015,5/15/2015,5/15/2015,Japanese
701610000005pWv,9/13/2016,12/15/2016,7/10/2016,Japanese
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701b00000009yD8,12/21/2015,6/19/2014,6/19/2014,
70161000001HJip,11/7/2016,,11/2/2016,Japanese
70161000001Hd4X,6/12/2017,5/31/2017,3/26/2017,
701b0000000YuNm,12/21/2015,12/8/2015,11/19/2015,English
701b0000000AZIC,12/21/2015,4/5/2015,4/5/2015,
701b0000000Aj3b,12/28/2015,6/24/2015,6/6/2015,English
701b0000000YuNm,12/20/2015,12/8/2015,11/19/2015,English
701b0000000AfzN,12/20/2015,5/15/2015,5/15/2015,Japanese
701b00000009yD8,12/16/2015,6/19/2014,6/19/2014,
701b0000000Nha0,2/17/2016,2/17/2016,2/4/2016,
70161000001Uwtc,8/10/2015,4/2/2018,4/6/2018,
701b0000000AfzN,12/16/2015,5/15/2015,5/15/2015,Japanese
70161000001HIua,3/17/2017,10/25/2016,10/25/2016,English
701b0000000Aj3b,10/8/2016,6/24/2015,6/6/2015,English
701b0000000AnSJ,2/23/2016,7/29/2015,7/9/2015,English
701b0000000AZLu,2/17/2016,4/16/2015,4/6/2015,English
701b0000000Aj3b,2/17/2016,6/24/2015,6/6/2015,English
701b0000000Aj3b,2/11/2016,6/24/2015,6/6/2015,English
701b0000000AfzN,2/11/2016,5/15/2015,5/15/2015,Japanese
701b0000000ATBJ,9/8/2016,2/26/2015,2/17/2015,English
701b0000000Aj3b,3/4/2016,6/24/2015,6/6/2015,English
70161000001HJip,11/13/2016,,11/2/2016,Japanese
701610000005pWv,9/13/2016,12/15/2016,7/10/2016,Japanese
701b00000009uP4,3/3/2016,5/12/2014,5/12/2014,
70161000001Vilz,8/4/2018,6/29/2018,6/6/2018,Japanese
7016100000088gI,5/22/2018,1/19/2018,1/18/2018,Japanese
70161000001JM78,5/17/2018,8/25/2016,8/25/2016,Japanese
701b0000000ATBJ,2/3/2016,2/26/2015,2/17/2015,English
70161000001Vilz,6/10/2018,6/29/2018,6/6/2018,Japanese
